CODE,LABEL,YEAR,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15 Males who are current smokers no.,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15  %,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15 Females who are current smokers no.,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15  %,"SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15 Persons with high or very high psychological distress, based on the Kessler 10 (K10) scale no.",SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15  %,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15 Persons with fair or poor self-assessed health (15 years and over) no.,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15  %,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15 Persons who had high blood pressure (measured systolic/diastolic blood pressure was equal to or greater than 140/90 mmHg) no.,PRIVATE HEALTH Taxpayers who report having private health insurance  no.,CORE ACTIVITY NEED FOR ASSISTANCE  Persons who have need for assistance with core activities %
207031161,Blackburn,2013,-,-,-,-,-,-,-,-,-,"8,290",-
207031161,Blackburn,2014,-,-,-,-,-,-,-,-,-,"8,740",-
207031161,Blackburn,2015,-,-,-,-,-,-,-,-,-,"9,051",-
207031161,Blackburn,2016,-,-,-,-,-,-,-,-,-,"9,122",4.8
207031162,Blackburn South,2011,-,-,-,-,-,-,-,-,-,"3,737",4.4
207031162,Blackburn South,2012,-,-,-,-,-,-,-,-,-,"3,828",-
207031162,Blackburn South,2013,-,-,-,-,-,-,-,-,-,"3,827",-
207031162,Blackburn South,2014,-,-,-,-,-,-,-,-,-,"4,060",-
207031162,Blackburn South,2015,-,-,-,-,-,-,-,-,-,"4,207",-
207031162,Blackburn South,2016,-,-,-,-,-,-,-,-,-,"4,110",6.5
207031163,Box Hill,2011,-,-,-,-,-,-,-,-,-,"5,218",4.8
207031163,Box Hill,2012,-,-,-,-,-,-,-,-,-,"5,509",-
207031163,Box Hill,2013,-,-,-,-,-,-,-,-,-,"5,647",-
207031163,Box Hill,2014,-,-,-,-,-,-,-,-,-,"5,950",-
207031163,Box Hill,2015,-,-,-,-,-,-,-,-,-,"6,242",-
207031163,Box Hill,2016,-,-,-,-,-,-,-,-,-,"6,195",4.3
207031164,Box Hill North,2011,-,-,-,-,-,-,-,-,-,"5,968",3.9
207031164,Box Hill North,2012,-,-,-,-,-,-,-,-,-,"6,147",-
207031164,Box Hill North,2013,-,-,-,-,-,-,-,-,-,"6,367",-
207031164,Box Hill North,2014,-,-,-,-,-,-,-,-,-,"6,772",-
207031164,Box Hill North,2015,-,-,-,-,-,-,-,-,-,"6,907",-
207031164,Box Hill North,2016,-,-,-,-,-,-,-,-,-,"6,933",4.2
207031165,Burwood,2011,-,-,-,-,-,-,-,-,-,"3,164",4.7
207031165,Burwood,2012,-,-,-,-,-,-,-,-,-,"3,253",-
207031165,Burwood,2013,-,-,-,-,-,-,-,-,-,"3,384",-
207031165,Burwood,2014,-,-,-,-,-,-,-,-,-,"3,505",-
207031165,Burwood,2015,-,-,-,-,-,-,-,-,-,"3,648",-
207031165,Burwood,2016,-,-,-,-,-,-,-,-,-,"3,679",4.5
207031166,Burwood East,2011,-,-,-,-,-,-,-,-,-,"3,174",5
207031166,Burwood East,2012,-,-,-,-,-,-,-,-,-,"3,255",-
207031166,Burwood East,2013,-,-,-,-,-,-,-,-,-,"3,320",-
207031166,Burwood East,2014,-,-,-,-,-,-,-,-,-,"3,491",-
207031166,Burwood East,2015,-,-,-,-,-,-,-,-,-,"3,613",-
207031166,Burwood East,2016,-,-,-,-,-,-,-,-,-,"3,588",5.2
207031167,Surrey Hills (East) - Mont Albert,2011,-,-,-,-,-,-,-,-,-,"4,684",3.4
207031167,Surrey Hills (East) - Mont Albert,2012,-,-,-,-,-,-,-,-,-,"4,739",-
207031167,Surrey Hills (East) - Mont Albert,2013,-,-,-,-,-,-,-,-,-,"4,842",-
207031167,Surrey Hills (East) - Mont Albert,2014,-,-,-,-,-,-,-,-,-,"5,025",-
207031167,Surrey Hills (East) - Mont Albert,2015,-,-,-,-,-,-,-,-,-,"5,170",-
207031167,Surrey Hills (East) - Mont Albert,2016,-,-,-,-,-,-,-,-,-,"5,203",3.4
208011168,Beaumaris,2011,-,-,-,-,-,-,-,-,-,"6,723",2.5
208011168,Beaumaris,2012,-,-,-,-,-,-,-,-,-,"6,899",-
208011168,Beaumaris,2013,-,-,-,-,-,-,-,-,-,"6,839",-
208011168,Beaumaris,2014,-,-,-,-,-,-,-,-,-,"7,160",-
208011168,Beaumaris,2015,-,-,-,-,-,-,-,-,-,"7,458",-
208011168,Beaumaris,2016,-,-,-,-,-,-,-,-,-,"7,644",3
208011169,Brighton (Vic.),2011,-,-,-,-,-,-,-,-,-,"11,510",4.1
208011169,Brighton (Vic.),2012,-,-,-,-,-,-,-,-,-,"11,944",-
208011169,Brighton (Vic.),2013,-,-,-,-,-,-,-,-,-,"11,898",-
208011169,Brighton (Vic.),2014,-,-,-,-,-,-,-,-,-,"12,670",-
208011169,Brighton (Vic.),2015,-,-,-,-,-,-,-,-,-,"13,087",-
208011169,Brighton (Vic.),2016,-,-,-,-,-,-,-,-,-,"13,495",4.2
208011170,Brighton East,2011,-,-,-,-,-,-,-,-,-,"7,219",4.7
208011170,Brighton East,2012,-,-,-,-,-,-,-,-,-,"7,430",-
208011170,Brighton East,2013,-,-,-,-,-,-,-,-,-,"7,534",-
208011170,Brighton East,2014,-,-,-,-,-,-,-,-,-,"7,816",-
208011170,Brighton East,2015,-,-,-,-,-,-,-,-,-,"8,131",-
208011170,Brighton East,2016,-,-,-,-,-,-,-,-,-,"8,275",5.3
208011171,Cheltenham - Highett (West),2011,-,-,-,-,-,-,-,-,-,"3,840",4.6
208011171,Cheltenham - Highett (West),2012,-,-,-,-,-,-,-,-,-,"4,044",-
208011171,Cheltenham - Highett (West),2013,-,-,-,-,-,-,-,-,-,"4,099",-
208011171,Cheltenham - Highett (West),2014,-,-,-,-,-,-,-,-,-,"4,366",-
208011171,Cheltenham - Highett (West),2015,-,-,-,-,-,-,-,-,-,"4,589",-
208011171,Cheltenham - Highett (West),2016,-,-,-,-,-,-,-,-,-,"4,869",4.5
208011172,Hampton,2011,-,-,-,-,-,-,-,-,-,"7,087",3.7
208011172,Hampton,2012,-,-,-,-,-,-,-,-,-,"7,407",-
208011172,Hampton,2013,-,-,-,-,-,-,-,-,-,"7,648",-
208011172,Hampton,2014,-,-,-,-,-,-,-,-,-,"7,997",-
208011172,Hampton,2015,-,-,-,-,-,-,-,-,-,"8,434",-
208011172,Hampton,2016,-,-,-,-,-,-,-,-,-,"8,578",4.1
208011173,Sandringham - Black Rock,2011,-,-,-,-,-,-,-,-,-,"7,466",4.5
208011173,Sandringham - Black Rock,2012,-,-,-,-,-,-,-,-,-,"7,695",-
208011173,Sandringham - Black Rock,2013,-,-,-,-,-,-,-,-,-,"7,785",-
208011173,Sandringham - Black Rock,2014,-,-,-,-,-,-,-,-,-,"8,158",-
208011173,Sandringham - Black Rock,2015,-,-,-,-,-,-,-,-,-,"8,608",-
208011173,Sandringham - Black Rock,2016,-,-,-,-,-,-,-,-,-,"8,844",4.8
208021174,Bentleigh - McKinnon,2011,-,-,-,-,-,-,-,-,-,"8,339",4.3
208021174,Bentleigh - McKinnon,2012,-,-,-,-,-,-,-,-,-,"8,659",-
208021174,Bentleigh - McKinnon,2013,-,-,-,-,-,-,-,-,-,"8,885",-
208021174,Bentleigh - McKinnon,2014,-,-,-,-,-,-,-,-,-,"9,350",-
208021174,Bentleigh - McKinnon,2015,-,-,-,-,-,-,-,-,-,"9,751",-
208021174,Bentleigh - McKinnon,2016,-,-,-,-,-,-,-,-,-,"9,875",4.6
208021176,Carnegie,2011,-,-,-,-,-,-,-,-,-,"5,537",4.5
208021176,Carnegie,2012,-,-,-,-,-,-,-,-,-,"5,816",-
208021176,Carnegie,2013,-,-,-,-,-,-,-,-,-,"6,007",-
208021176,Carnegie,2014,-,-,-,-,-,-,-,-,-,"6,258",-
208021176,Carnegie,2015,-,-,-,-,-,-,-,-,-,"6,577",-
208021176,Carnegie,2016,-,-,-,-,-,-,-,-,-,"6,768",4.2
208021177,Caulfield - North,2011,-,-,-,-,-,-,-,-,-,"9,146",4.2
208021177,Caulfield - North,2012,-,-,-,-,-,-,-,-,-,"9,458",-
208021177,Caulfield - North,2013,-,-,-,-,-,-,-,-,-,"9,530",-
208021177,Caulfield - North,2014,-,-,-,-,-,-,-,-,-,"10,006",-
208021177,Caulfield - North,2015,-,-,-,-,-,-,-,-,-,"10,359",-
208021177,Caulfield - North,2016,-,-,-,-,-,-,-,-,-,"10,579",4.2
208021178,Caulfield - South,2011,-,-,-,-,-,-,-,-,-,"7,606",5.3
208021178,Caulfield - South,2012,-,-,-,-,-,-,-,-,-,"7,865",-
208021178,Caulfield - South,2013,-,-,-,-,-,-,-,-,-,"8,054",-
208021178,Caulfield - South,2014,-,-,-,-,-,-,-,-,-,"8,470",-
208021178,Caulfield - South,2015,-,-,-,-,-,-,-,-,-,"8,855",-
208021178,Caulfield - South,2016,-,-,-,-,-,-,-,-,-,"9,020",6
208021179,Elsternwick,2011,-,-,-,-,-,-,-,-,-,"4,644",3.8
208021179,Elsternwick,2012,-,-,-,-,-,-,-,-,-,"4,799",-
208021179,Elsternwick,2013,-,-,-,-,-,-,-,-,-,"4,949",-
208021179,Elsternwick,2014,-,-,-,-,-,-,-,-,-,"5,114",-
208021179,Elsternwick,2015,-,-,-,-,-,-,-,-,-,"5,402",-
208021179,Elsternwick,2016,-,-,-,-,-,-,-,-,-,"5,638",4.1
208021180,Hughesdale,2011,-,-,-,-,-,-,-,-,-,"2,167",4.5
208021180,Hughesdale,2012,-,-,-,-,-,-,-,-,-,"2,206",-
208021180,Hughesdale,2013,-,-,-,-,-,-,-,-,-,"2,316",-
208021180,Hughesdale,2014,-,-,-,-,-,-,-,-,-,"2,519",-
208021180,Hughesdale,2015,-,-,-,-,-,-,-,-,-,"2,654",-
208021180,Hughesdale,2016,-,-,-,-,-,-,-,-,-,"2,774",4.4
208021181,Murrumbeena,2011,-,-,-,-,-,-,-,-,-,"3,271",3.8
208021181,Murrumbeena,2012,-,-,-,-,-,-,-,-,-,"3,435",-
208021181,Murrumbeena,2013,-,-,-,-,-,-,-,-,-,"3,469",-
208021181,Murrumbeena,2014,-,-,-,-,-,-,-,-,-,"3,693",-
208021181,Murrumbeena,2015,-,-,-,-,-,-,-,-,-,"3,809",-
208021181,Murrumbeena,2016,-,-,-,-,-,-,-,-,-,"3,955",4.2
208021182,Ormond - Glen Huntly,2011,-,-,-,-,-,-,-,-,-,"4,237",3
208021182,Ormond - Glen Huntly,2012,-,-,-,-,-,-,-,-,-,"4,465",-
208021182,Ormond - Glen Huntly,2013,-,-,-,-,-,-,-,-,-,"4,509",-
208021182,Ormond - Glen Huntly,2014,-,-,-,-,-,-,-,-,-,"4,859",-
208021182,Ormond - Glen Huntly,2015,-,-,-,-,-,-,-,-,-,"5,041",-
208021182,Ormond - Glen Huntly,2016,-,-,-,-,-,-,-,-,-,"5,246",3.2
208021426,Bentleigh East (North),2011,-,-,-,-,-,-,-,-,-,"4,985",3.8
208021426,Bentleigh East (North),2012,-,-,-,-,-,-,-,-,-,"5,188",-
208021426,Bentleigh East (North),2013,-,-,-,-,-,-,-,-,-,"5,467",-
208021426,Bentleigh East (North),2014,-,-,-,-,-,-,-,-,-,"5,916",-
208021426,Bentleigh East (North),2015,-,-,-,-,-,-,-,-,-,"6,142",-
208021426,Bentleigh East (North),2016,-,-,-,-,-,-,-,-,-,"6,283",4.1
208021427,Bentleigh East (South),2011,-,-,-,-,-,-,-,-,-,"4,564",5
208021427,Bentleigh East (South),2012,-,-,-,-,-,-,-,-,-,"4,719",-
208021427,Bentleigh East (South),2013,-,-,-,-,-,-,-,-,-,"4,825",-
208021427,Bentleigh East (South),2014,-,-,-,-,-,-,-,-,-,"5,147",-
208021427,Bentleigh East (South),2015,-,-,-,-,-,-,-,-,-,"5,326",-
208021427,Bentleigh East (South),2016,-,-,-,-,-,-,-,-,-,"5,538",4.7
208031183,Aspendale Gardens - Waterways,2011,-,-,-,-,-,-,-,-,-,"3,009",2.8
208031183,Aspendale Gardens - Waterways,2012,-,-,-,-,-,-,-,-,-,"3,090",-
208031183,Aspendale Gardens - Waterways,2013,-,-,-,-,-,-,-,-,-,"3,136",-
208031183,Aspendale Gardens - Waterways,2014,-,-,-,-,-,-,-,-,-,"3,386",-
208031183,Aspendale Gardens - Waterways,2015,-,-,-,-,-,-,-,-,-,"3,524",-
208031183,Aspendale Gardens - Waterways,2016,-,-,-,-,-,-,-,-,-,"3,560",3.7
208031184,Braeside,2011,-,-,-,-,-,-,-,-,-,92,-
208031184,Braeside,2012,-,-,-,-,-,-,-,-,-,98,-
208031184,Braeside,2013,-,-,-,-,-,-,-,-,-,103,-
208031184,Braeside,2014,-,-,-,-,-,-,-,-,-,98,-
208031184,Braeside,2015,-,-,-,-,-,-,-,-,-,107,-
208031184,Braeside,2016,-,-,-,-,-,-,-,-,-,95,-
208031185,Carrum - Patterson Lakes,2011,-,-,-,-,-,-,-,-,-,"3,821",3.7
208031185,Carrum - Patterson Lakes,2012,-,-,-,-,-,-,-,-,-,"3,942",-
208031185,Carrum - Patterson Lakes,2013,-,-,-,-,-,-,-,-,-,"3,949",-
208031185,Carrum - Patterson Lakes,2014,-,-,-,-,-,-,-,-,-,"4,255",-
208031185,Carrum - Patterson Lakes,2015,-,-,-,-,-,-,-,-,-,"4,435",-
208031185,Carrum - Patterson Lakes,2016,-,-,-,-,-,-,-,-,-,"4,531",4.3
208031186,Chelsea - Bonbeach,2011,-,-,-,-,-,-,-,-,-,"3,856",6.6
208031186,Chelsea - Bonbeach,2012,-,-,-,-,-,-,-,-,-,"4,144",-
208031186,Chelsea - Bonbeach,2013,-,-,-,-,-,-,-,-,-,"4,250",-
208031186,Chelsea - Bonbeach,2014,-,-,-,-,-,-,-,-,-,"4,573",-
208031186,Chelsea - Bonbeach,2015,-,-,-,-,-,-,-,-,-,"4,716",-
208031186,Chelsea - Bonbeach,2016,-,-,-,-,-,-,-,-,-,"4,966",5.5
208031187,Chelsea Heights,2011,-,-,-,-,-,-,-,-,-,"1,344",3.1
208031187,Chelsea Heights,2012,-,-,-,-,-,-,-,-,-,"1,427",-
208031187,Chelsea Heights,2013,-,-,-,-,-,-,-,-,-,"1,462",-
208031187,Chelsea Heights,2014,-,-,-,-,-,-,-,-,-,"1,523",-
208031187,Chelsea Heights,2015,-,-,-,-,-,-,-,-,-,"1,684",-
208031187,Chelsea Heights,2016,-,-,-,-,-,-,-,-,-,"1,731",4.1
208031188,Cheltenham - Highett (East),2011,-,-,-,-,-,-,-,-,-,"6,992",5.2
208031188,Cheltenham - Highett (East),2012,-,-,-,-,-,-,-,-,-,"7,209",-
208031188,Cheltenham - Highett (East),2013,-,-,-,-,-,-,-,-,-,"7,357",-
208031188,Cheltenham - Highett (East),2014,-,-,-,-,-,-,-,-,-,"7,908",-
208031188,Cheltenham - Highett (East),2015,-,-,-,-,-,-,-,-,-,"8,175",-
208031188,Cheltenham - Highett (East),2016,-,-,-,-,-,-,-,-,-,"8,559",5.7
208031189,Edithvale - Aspendale,2011,-,-,-,-,-,-,-,-,-,"4,224",4.5
208031189,Edithvale - Aspendale,2012,-,-,-,-,-,-,-,-,-,"4,392",-
208031189,Edithvale - Aspendale,2013,-,-,-,-,-,-,-,-,-,"4,531",-
208031189,Edithvale - Aspendale,2014,-,-,-,-,-,-,-,-,-,"4,836",-
208031189,Edithvale - Aspendale,2015,-,-,-,-,-,-,-,-,-,"5,065",-
208031189,Edithvale - Aspendale,2016,-,-,-,-,-,-,-,-,-,"5,230",4.4
208031190,Mentone,2011,-,-,-,-,-,-,-,-,-,"4,633",4.8
208031190,Mentone,2012,-,-,-,-,-,-,-,-,-,"4,825",-
208031190,Mentone,2013,-,-,-,-,-,-,-,-,-,"4,902",-
208031190,Mentone,2014,-,-,-,-,-,-,-,-,-,"5,204",-
208031190,Mentone,2015,-,-,-,-,-,-,-,-,-,"5,459",-
208031190,Mentone,2016,-,-,-,-,-,-,-,-,-,"5,561",4.7
208031191,Moorabbin - Heatherton,2011,-,-,-,-,-,-,-,-,-,"2,823",4.3
208031191,Moorabbin - Heatherton,2012,-,-,-,-,-,-,-,-,-,"2,934",-
208031191,Moorabbin - Heatherton,2013,-,-,-,-,-,-,-,-,-,"2,931",-
208031191,Moorabbin - Heatherton,2014,-,-,-,-,-,-,-,-,-,"3,197",-
208031191,Moorabbin - Heatherton,2015,-,-,-,-,-,-,-,-,-,"3,324",-
208031191,Moorabbin - Heatherton,2016,-,-,-,-,-,-,-,-,-,"3,454",4.8
208031193,Mordialloc - Parkdale,2011,-,-,-,-,-,-,-,-,-,"6,969",4.3
208031193,Mordialloc - Parkdale,2012,-,-,-,-,-,-,-,-,-,"7,225",-
208031193,Mordialloc - Parkdale,2013,-,-,-,-,-,-,-,-,-,"7,406",-
208031193,Mordialloc - Parkdale,2014,-,-,-,-,-,-,-,-,-,"7,936",-
208031193,Mordialloc - Parkdale,2015,-,-,-,-,-,-,-,-,-,"8,345",-
208031193,Mordialloc - Parkdale,2016,-,-,-,-,-,-,-,-,-,"8,652",4.5
208041194,Malvern - Glen Iris,2011,-,-,-,-,-,-,-,-,-,"9,416",3.3
208041194,Malvern - Glen Iris,2012,-,-,-,-,-,-,-,-,-,"9,706",-
208041194,Malvern - Glen Iris,2013,-,-,-,-,-,-,-,-,-,"9,913",-
208041194,Malvern - Glen Iris,2014,-,-,-,-,-,-,-,-,-,"10,201",-
208041194,Malvern - Glen Iris,2015,-,-,-,-,-,-,-,-,-,"10,594",-
208041194,Malvern - Glen Iris,2016,-,-,-,-,-,-,-,-,-,"10,648",3.6
208041195,Malvern East,2011,-,-,-,-,-,-,-,-,-,"8,722",3.3
208041195,Malvern East,2012,-,-,-,-,-,-,-,-,-,"9,118",-
208041195,Malvern East,2013,-,-,-,-,-,-,-,-,-,"9,296",-
208041195,Malvern East,2014,-,-,-,-,-,-,-,-,-,"9,593",-
208041195,Malvern East,2015,-,-,-,-,-,-,-,-,-,"9,944",-
208041195,Malvern East,2016,-,-,-,-,-,-,-,-,-,"10,022",3.7
209011196,Bundoora - East,2011,-,-,-,-,-,-,-,-,-,"2,774",4.9
209011196,Bundoora - East,2012,-,-,-,-,-,-,-,-,-,"2,782",-
209011196,Bundoora - East,2013,-,-,-,-,-,-,-,-,-,"2,765",-
209011196,Bundoora - East,2014,-,-,-,-,-,-,-,-,-,"2,900",-
209011196,Bundoora - East,2015,-,-,-,-,-,-,-,-,-,"2,990",-
209011196,Bundoora - East,2016,-,-,-,-,-,-,-,-,-,"3,047",6.1
209011197,Greensborough,2011,-,-,-,-,-,-,-,-,-,"7,858",4.4
209011197,Greensborough,2012,-,-,-,-,-,-,-,-,-,"7,957",-
209011197,Greensborough,2013,-,-,-,-,-,-,-,-,-,"8,025",-
209011197,Greensborough,2014,-,-,-,-,-,-,-,-,-,"8,249",-
209011197,Greensborough,2015,-,-,-,-,-,-,-,-,-,"8,478",-
209011197,Greensborough,2016,-,-,-,-,-,-,-,-,-,"8,701",4.7
209011198,Heidelberg - Rosanna,2011,-,-,-,-,-,-,-,-,-,"5,366",5.3
209011198,Heidelberg - Rosanna,2012,-,-,-,-,-,-,-,-,-,"5,594",-
209011198,Heidelberg - Rosanna,2013,-,-,-,-,-,-,-,-,-,"5,691",-
209011198,Heidelberg - Rosanna,2014,-,-,-,-,-,-,-,-,-,"5,942",-
209011198,Heidelberg - Rosanna,2015,-,-,-,-,-,-,-,-,-,"6,124",-
209011198,Heidelberg - Rosanna,2016,-,-,-,-,-,-,-,-,-,"6,257",4.9
209011199,Heidelberg West,2011,-,-,-,-,-,-,-,-,-,"2,371",7.6
209011199,Heidelberg West,2012,-,-,-,-,-,-,-,-,-,"2,436",-
209011199,Heidelberg West,2013,-,-,-,-,-,-,-,-,-,"2,493",-
209011199,Heidelberg West,2014,-,-,-,-,-,-,-,-,-,"2,752",-
209011199,Heidelberg West,2015,-,-,-,-,-,-,-,-,-,"2,971",-
209011199,Heidelberg West,2016,-,-,-,-,-,-,-,-,-,"3,221",7.3
209011200,Ivanhoe,2011,-,-,-,-,-,-,-,-,-,"4,590",3.7
209011200,Ivanhoe,2012,-,-,-,-,-,-,-,-,-,"4,729",-
209011200,Ivanhoe,2013,-,-,-,-,-,-,-,-,-,"4,816",-
209011200,Ivanhoe,2014,-,-,-,-,-,-,-,-,-,"5,170",-
209011200,Ivanhoe,2015,-,-,-,-,-,-,-,-,-,"5,333",-
209011200,Ivanhoe,2016,-,-,-,-,-,-,-,-,-,"5,538",3.8
209011201,Ivanhoe East - Eaglemont,2011,-,-,-,-,-,-,-,-,-,"4,026",3.3
209011201,Ivanhoe East - Eaglemont,2012,-,-,-,-,-,-,-,-,-,"4,137",-
209011201,Ivanhoe East - Eaglemont,2013,-,-,-,-,-,-,-,-,-,"4,151",-
209011201,Ivanhoe East - Eaglemont,2014,-,-,-,-,-,-,-,-,-,"4,256",-
209011201,Ivanhoe East - Eaglemont,2015,-,-,-,-,-,-,-,-,-,"4,423",-
209011201,Ivanhoe East - Eaglemont,2016,-,-,-,-,-,-,-,-,-,"4,549",3.3
209011202,Montmorency - Briar Hill,2011,-,-,-,-,-,-,-,-,-,"6,404",3.6
209011202,Montmorency - Briar Hill,2012,-,-,-,-,-,-,-,-,-,"6,564",-
209011202,Montmorency - Briar Hill,2013,-,-,-,-,-,-,-,-,-,"6,480",-
209011202,Montmorency - Briar Hill,2014,-,-,-,-,-,-,-,-,-,"6,769",-
209011202,Montmorency - Briar Hill,2015,-,-,-,-,-,-,-,-,-,"6,949",-
209011202,Montmorency - Briar Hill,2016,-,-,-,-,-,-,-,-,-,"7,045",4.1
209011203,Viewbank - Yallambie,2011,-,-,-,-,-,-,-,-,-,"6,538",4.8
209011203,Viewbank - Yallambie,2012,-,-,-,-,-,-,-,-,-,"6,691",-
209011203,Viewbank - Yallambie,2013,-,-,-,-,-,-,-,-,-,"6,606",-
209011203,Viewbank - Yallambie,2014,-,-,-,-,-,-,-,-,-,"6,842",-
209011203,Viewbank - Yallambie,2015,-,-,-,-,-,-,-,-,-,"7,048",-
209011203,Viewbank - Yallambie,2016,-,-,-,-,-,-,-,-,-,"7,210",4.8
209011204,Watsonia,2011,-,-,-,-,-,-,-,-,-,"2,887",4.8
209011204,Watsonia,2012,-,-,-,-,-,-,-,-,-,"2,959",-
209011204,Watsonia,2013,-,-,-,-,-,-,-,-,-,"2,910",-
209011204,Watsonia,2014,-,-,-,-,-,-,-,-,-,"3,031",-
209011204,Watsonia,2015,-,-,-,-,-,-,-,-,-,"3,162",-
209011204,Watsonia,2016,-,-,-,-,-,-,-,-,-,"3,242",6.1
209021205,Kingsbury,2011,-,-,-,-,-,-,-,-,-,"2,449",3.2
209021205,Kingsbury,2012,-,-,-,-,-,-,-,-,-,"2,517",-
209021205,Kingsbury,2013,-,-,-,-,-,-,-,-,-,"2,521",-
209021205,Kingsbury,2014,-,-,-,-,-,-,-,-,-,"2,655",-
209021205,Kingsbury,2015,-,-,-,-,-,-,-,-,-,"2,726",-
209021205,Kingsbury,2016,-,-,-,-,-,-,-,-,-,"2,829",3.4
209021207,Reservoir - East,2011,-,-,-,-,-,-,-,-,-,"4,279",7.6
209021207,Reservoir - East,2012,-,-,-,-,-,-,-,-,-,"4,447",-
209021207,Reservoir - East,2013,-,-,-,-,-,-,-,-,-,"4,627",-
209021207,Reservoir - East,2014,-,-,-,-,-,-,-,-,-,"4,979",-
209021207,Reservoir - East,2015,-,-,-,-,-,-,-,-,-,"5,354",-
209021207,Reservoir - East,2016,-,-,-,-,-,-,-,-,-,"5,682",7.5
209021208,Reservoir - West,2011,-,-,-,-,-,-,-,-,-,"4,663",7.4
209021208,Reservoir - West,2012,-,-,-,-,-,-,-,-,-,"4,815",-
209021208,Reservoir - West,2013,-,-,-,-,-,-,-,-,-,"4,909",-
209021208,Reservoir - West,2014,-,-,-,-,-,-,-,-,-,"5,329",-
209021208,Reservoir - West,2015,-,-,-,-,-,-,-,-,-,"5,501",-
209021208,Reservoir - West,2016,-,-,-,-,-,-,-,-,-,"5,883",7.7
209021428,Preston - East,2011,-,-,-,-,-,-,-,-,-,"3,629",6.2
209021428,Preston - East,2012,-,-,-,-,-,-,-,-,-,"3,910",-
209021428,Preston - East,2013,-,-,-,-,-,-,-,-,-,"4,146",-
209021428,Preston - East,2014,-,-,-,-,-,-,-,-,-,"4,504",-
209021428,Preston - East,2015,-,-,-,-,-,-,-,-,-,"4,848",-
209021428,Preston - East,2016,-,-,-,-,-,-,-,-,-,"5,159",6.1
209021429,Preston - West,2011,-,-,-,-,-,-,-,-,-,"2,898",4.9
209021429,Preston - West,2012,-,-,-,-,-,-,-,-,-,"3,072",-
209021429,Preston - West,2013,-,-,-,-,-,-,-,-,-,"3,205",-
209021429,Preston - West,2014,-,-,-,-,-,-,-,-,-,"3,442",-
209021429,Preston - West,2015,-,-,-,-,-,-,-,-,-,"3,642",-
209021429,Preston - West,2016,-,-,-,-,-,-,-,-,-,"3,772",5
209031209,Eltham,2011,-,-,-,-,-,-,-,-,-,"10,329",2.2
209031209,Eltham,2012,-,-,-,-,-,-,-,-,-,"10,664",-
209031209,Eltham,2013,-,-,-,-,-,-,-,-,-,"10,527",-
209031209,Eltham,2014,-,-,-,-,-,-,-,-,-,"10,903",-
209031209,Eltham,2015,-,-,-,-,-,-,-,-,-,"11,044",-
209031209,Eltham,2016,-,-,-,-,-,-,-,-,-,"11,132",3
209031210,Hurstbridge,2011,-,-,-,-,-,-,-,-,-,"1,204",2.1
209031210,Hurstbridge,2012,-,-,-,-,-,-,-,-,-,"1,224",-
209031210,Hurstbridge,2013,-,-,-,-,-,-,-,-,-,"1,231",-
209031210,Hurstbridge,2014,-,-,-,-,-,-,-,-,-,"1,257",-
209031210,Hurstbridge,2015,-,-,-,-,-,-,-,-,-,"1,309",-
209031210,Hurstbridge,2016,-,-,-,-,-,-,-,-,-,"1,329",3.3
209031211,Kinglake,2011,-,-,-,-,-,-,-,-,-,848,3.5
209031211,Kinglake,2012,-,-,-,-,-,-,-,-,-,909,-
209031211,Kinglake,2013,-,-,-,-,-,-,-,-,-,885,-
209031211,Kinglake,2014,-,-,-,-,-,-,-,-,-,966,-
209031211,Kinglake,2015,-,-,-,-,-,-,-,-,-,992,-
209031211,Kinglake,2016,-,-,-,-,-,-,-,-,-,"1,016",4
209031212,Panton Hill - St Andrews,2011,-,-,-,-,-,-,-,-,-,"1,893",2.5
209031212,Panton Hill - St Andrews,2012,-,-,-,-,-,-,-,-,-,"1,945",-
209031212,Panton Hill - St Andrews,2013,-,-,-,-,-,-,-,-,-,"1,965",-
209031212,Panton Hill - St Andrews,2014,-,-,-,-,-,-,-,-,-,"2,044",-
